6899	290,361
173	361
3779	27,283,361,406
6472	29,361,419
5010	27,246
2183	27,39,246,255,361
3641	209,246,361
1721	0,168,229,246,361
2472	27,75,229,361
5161	27,361
2828	361
3989	229,266,361
4605	229
7792	260,361
6124	229,281,283,361
2141	0,141,229,361
2673	246,281,361
6713	0,361
2994	27,361
5400	322,361
6324	27,209,266,462
1384	75,291,361,420
2773	27,29,127,185,361,462
3724	27,246,361
7472	75,229,361,381
3664	209,229,246,361
6062	361
6856	22,361
3124	27,229,246,361,462
2504	229,246,361
1538	75,361
7510	27,209,281,361
4995	246,361
2316	32,39,229
225	127,229,259,361
1675	229,246,361
2572	13,39,266,271,360,361,381
3005	246,281
648	361,377
4720	361,420
5350	281,361
2615	246,273
6719	0,27,361
84	0,127,229,283,361
1717	27,75,229,246,281,361
3360	36,157,266,361
2583	209,229,361
1965	127
6655	198,361
7760	0,13,27,229,361,381
5925	27,229,266,439
241	29,229,290,361
3555	30,229,246,266,420
6063	13
2487	27,229,246,361
3490	198,246,361
3155	29,229,281,361
4950	229,303,361
2831	29,75,229,361
8199	27,99,229,266,361
1813	67,75,246,462
6265	27,361,381
6834	27,361,408
672	229
5125	85,229,283,361
7515	75,229,246,361
5620	0,75,229,246,271,361
3452	27,75,361
8028	27,75,229,246,359,361,420,447
6392	75,99,246,361
2439	229,361
5180	27,246,281,361,420
455	27,90,229,283,358,412
1529	0,29,99,229,246,361
3496	361
4801	361,420
5859	127,246,361
3737	27,246,361
7318	229,361
4862	229,361,421
422	246,361
1542	13,229,361
5808	361
4036	246,266,361
2296	29,147,283,361
7371	209,361
5002	229,361
7401	0,246,361
7424	75,361
5972	209,361
6145	42,229,361,420
8060	0,229,283,361
2422	75,246,266,281,361
4508	13,291,349,361,420
2268	27,75,229,361
3814	0,27,229,361
1026	361
3981	39,198,361,462
1603	13,29,229,246,361
3795	71,229,246,361
6518	27,75,246,361,420
653	27,216,229,246
7397	27,29,361
4875	27,229,361
1556	246,361
2946	27,229,246,361
4631	27,99,229,361,406
3579	71,246,361
164	27,42,127,283,361
5126	27,361
1615	127,198,209,229,246,361
3489	246,361
1333	0,29,229,246,281,361
888	198,229,246,361
490	32
7849	29,75,361
5997	29,229,279
2061	246,361
255	127,246,281,361
633	153,229,246,361
3405	281,283,361
3953	281,361,420
4713	361
4096	0,29,246,266,361
4260	29,75,229,246,266,361
6723	75,291,412,462
2693	361
1791	9,39,127,229,246,300,361,420
6169	246,361
2000	209,246,266,361
3436	361
6261	0,27,29,75,361
6837	75,246,283,361
287	0,27,29,229,246,281,292,361
7881	0,266,420
1602	27,246,361,381
6022	361
7738	75,246
5115	29,75,246,361
2270	13
532	229,361
3075	9,361,462
5633	29,246,361
7889	75,229,248,290,361
1042	246,361
4034	27,361
967	13,361
2419	13,27,29,39,75,99,229,308,361
5920	216,246,361
5415	229,322,361
4130	0,27,246
1229	75,361
5863	27,75,229,361
2050	13,229,246,361
6995	0,198,361
7841	229,246,361
7810	75,229
1375	39,75,229,245,246,259,361
5298	229,246,281,361
8204	27,229,361
3472	75,229,361
7428	229,246,361
4211	0,280,361,419
6802	229,246
200	27,246,361
277	27,179,361
4948	27,29,229,283,361
1188	361
1749	27,229,361
4906	27,229
4241	283,361
3284	27,209,246,361
4558	127,246,361
2859	361
7864	229,246,279,361
744	283,361
6793	27,229,246,361
768	0,75,246,277,361
1988	0,198,246,281,361
1454	29,229,246,266,361,420
4352	27,229,361
1656	361
3653	361
4127	229,361
1523	29,75,266,361,468
1560	27,75,246,361
2767	27,361
7211	27,291,361
6650	29,75,94,198,212,361
6081	229,283,361
6818	246,308,361
329	0,27,229,246,361
3393	127,246,361
570	246,361
6021	27,266,361
5743	209,229,246,361
2401	0,27,229,290,361
5432	27,360,361
3146	361
1195	198,229,271,361,439
3225	48,361
8110	27,29,246,361
5475	75,229,246,290,361,462
577	229,361
3199	27,127,361
2041	27,361
1034	42,127,198,229,246,266,300,361
2348	308,361
6539	361
2633	27,246,361
7492	0,27,229,361
3176	266,361,421
780	13,26,27,229,246,283
3618	27,130,361
3187	0,46,229,361
6854	229,246,361,381
5782	0,27,75,229,246,281,361
914	361
1733	123,246,361
4716	0,281,361,365
1689	0,9,229
5067	246,361
1722	245,361
4626	27,246,361
1986	42,75,229
6293	0,162,229,281,361
2101	75,266,283,361
2191	0,27,229,361
8221	195,246,361
3003	29,209,229,246,361
2249	75,361
7691	27,229,361
6478	245,361
6844	75,229,308,361
2691	0,246
5358	0,127,246,273
6990	39,168,198,361,381,420
6093	229,361,381
81	29,168,361
2704	27,127,229,246,361
3787	13,127,361
4263	27,32,42,123,229,246,361
1143	127,229,361
61	27,229,361
2042	27,75,229,246,283,291,361,462
1399	127,361,420
1285	0,13,29,246,308,361
249	361,472
2665	246
5247	209,229,246,361
3434	361
1933	246,361
3850	229,351,361,381
4833	13,27,229,361
179	246,361
8159	97,361
513	29,111,361
3471	13,97,246,361
467	29,99,229,361,462
5467	27,127,229,361,462,467
5470	0,29,75,361
3571	0,246,281,361
4914	29,229,246,361
5326	42,229,246,266,279,304,361
5135	246,381
5512	29,246,361
1356	0,361
610	361
3235	27,75,127,198,229,246
5604	246,279,361
976	246,361
5416	246,361,381,400
8294	0,27,75,127,361
1772	27,229,361
5853	48,229,361
6005	246,361
5754	229,361
3634	245,246,361
3837	20,229,361
2523	127,246,291,420
4931	246,283,361,387
2375	42,75,229,283,360,361,462
4028	27,229,361
3538	229,291,361
5468	29,43,361
7285	39,156,209,361
3107	246,361,420
3963	27,202,229,246,361
8270	29,229,246
1783	27,209,361,419
6553	13,27,75,198,246,281,361
2148	0,39,75,168,270,361
367	246,361
883	29,75,127,229,361
3917	0,290,361,400
6319	0,127,156,361
3549	0,246,361
7911	0,39,75,434,462
2884	0,229,246
2023	361
2734	127,246,291,361
1685	27,29,246
3173	29
1512	0,99,361,468
2239	246,266,361
3749	27,75,97,246,361
5930	168,361,419
5978	75,281,361
217	27,168,209,229,246,361,458
6031	0,229,246,361
2534	42,229,271,283,361
4483	75,266,315,361
1736	29,281,361
2004	127,229,246,266,283,462
4171	27,246,361
2516	209,246,266,361
2459	173,291,361,381
5457	281
3467	0,127,361
1700	0,138,281,361,420,421
6921	75,246,361
5354	158,229,361
4650	75,229,331,361
6738	27,75,308,361
4834	229,246,361,468
6946	142,246,281,361,420
2418	75,266,361
3357	39,127,209,229,378,420
17	0,361
7639	27,361
7279	0,127,361
598	27,229,361
7687	360,361
5617	13,198,209,229,361
1879	27,361
4566	27,246,361
4962	13,27,42,250,361
8094	75,229,246,361
7900	29,229,246,361
1671	27,246,361
2969	75,246,264,283,361
5525	27,75,246,361
1609	75,127,229,361
5995	29,229,246,266,361
1071	229,361
4311	75,246,365
3607	27,229,361
1383	75,127,198,229,246,271,361
7101	0,226,229,361,474
4427	246,420
6305	0,361
8080	229,246,281,291,361
2090	27,71,209,229,246,266,283,381
7646	27,361,400
6537	243,281,361,462
8124	361
189	27,246,361
1985	229,266,361,420
3071	27
1112	27,127,209,246,361
5628	229,246,361,420
315	27,229,246,361
6945	13,245,281,361
3959	220,281,361
7237	27,209,246
4292	27,229,246,351,361
1939	29,246,361
1183	13,290,361
4494	75,229,361
8292	27,142,211,216,229,246,266,283,361
7049	229,361
4154	229,361
7706	75,266,361
7910	42,229,361,365
5265	229,361
712	0,27,361
2755	127,198,361
684	75,209,281,361,420,421
5829	0,43,75,361
549	75,361
6835	0,29,43,229,246,361
7165	229,361
6254	361
3842	0,127,229,246,248,361,462
5000	27,29,75,198,361
4712	27,246,361
7043	27,29,75,229,361
5013	361
596	29,127,361,419
4708	229,246
6079	246,290,361
1202	209,229,361
7855	246,361,420
3491	127,229,361
3942	229,280,281,283,361
4536	246,361
4701	75
7477	27,29,361
5613	27,238,246,361,420
3104	75,229
6782	66,99,291,361,381
3017	27,361
3418	0,22,209,361,420
386	27,229,283,361
6339	0,29,229,246,266,361
937	0,361
1564	0,200,246
1329	29,361,381
788	29,361
2850	27,39,43,75,198
3376	229,361
2585	75,229,361,368
2606	13,229,361
1711	229,246,290,361,420
4978	229,246,361
6732	0,27,198,246,361
1618	33,246,361
3974	198,229,361
5294	156
3396	44,281,361
3813	229,246
5965	42,361
5625	27,90,229,361
569	27,75,229,361,468
8243	229,246,361
7167	127,186,361,419,420
1461	8,229,246,361,381
7040	229,361
6161	0,13,27,361
7648	131,229,279,361,462
3125	29,209,229
67	75,113,229,361
2384	29,271,361
7360	0,361,366,420
1355	198,246,283,361,381
7909	20,361
7362	27,198,283,361
2212	281,361,462
2456	200,246,361
4473	43,246,361
3696	27,229,361
5552	27,29,229,246,361
4991	0,42,229,361
3014	266,281
769	361
4798	361
7418	209,229,246,361
351	0,27,75,229,361
909	29,281,361
1096	198,229,246,361
1502	209,246,361
7132	127,229,361,420
1625	42,361
8219	27,75,229,361
3881	246,361
1515	42,75,361
3792	156,361
5684	0,127,229,361,434
5218	27,198,456
6516	229,361
1043	229,361
2151	229,361
336	229,246,361
2313	27,29,246,290,361
2914	290,361
4843	42,361
5526	246
6474	0,99,168,246,361
2382	229,246,361
7409	0,198,246,361,385
1111	0,127,246,361
7875	246,361
4627	71
2282	0,229,361
1294	229,259,361
6286	27,75,246,361
1317	361
2645	22,246,361
4629	29,75,246
7742	27,39,43,361
1141	0,75,229,246,361
5885	27,29,229,361
5091	246
4191	75,246,283,361,420
2582	75,246,290
1561	361
1007	229,361
4005	27,29,246,279,361
6581	27,166
429	27,83,229,246,361,462
2982	27
6736	27,75
5446	0,229,246,361
2543	27,246,361
1312	0,27,71,246,361
5991	27,70,71,361
7222	27,153,229,246,344,361,409
7808	27,168,229,246,361,420
378	27,75,361
5750	0,361
330	361
372	0,29,39,127,229,246,266,290,462
6961	99,246,361
5872	246
3921	0,27,75,229,361,420
8088	75,361
6828	39,381
4908	27,127,246,271,290,361
7774	209,266,279,361,420
5491	322,361
7624	27,29,75,246,361,462
5763	39,209,229,246,361
7149	13,39,361
7299	75,246,361
1852	27,71,229,246,462
7427	361
403	0,29
4664	0,27,361,434
6918	193,361
1719	27,198,361
3649	127,246,361
2440	229,246,361
1848	27,75,229,246
2925	90,361
193	75,229,361
7924	75,229,361
2002	99,209,229
7310	246,361,381
4620	0,27,229,279,290,360,361,420
2342	200,246,361
5570	27,75,229,361
6641	27,198,361
2310	27,229,266,361
4373	178,281,361,448
181	361
5404	0,246,361
4443	75,229,281,361
2692	27,361
6810	229
6628	198,361,462
2470	0,42,361,420
3207	246
4400	198,246,361
2340	29,229,330,361
2466	29,75,229,246,266,361
4042	27,229,281,361
4830	145,283
5370	229,337,361,381
1038	75,246,281,361,381
5555	27,48
726	13,75,246,361
4067	29,281
5890	27,75,266,462
6356	361
3763	361
4989	127,246,361
6255	361,452,468
1890	246,361,419
6423	52,229,291,361
7109	9,97
2188	361
1030	229,246,361
7473	0,209,229,281,361,412
3718	29,97,361
7014	198,266,281,291,361
1304	29,46,75,229,246,283,290,361
679	156,247,361
3755	29,283,361,468
2803	27,75,85,246,266,361
7970	0,20,229,246,281,361
7805	29,229,361
7699	29,198,229,361
2530	229,361,443
3709	27,229,281,361,420
6675	22,75,229,246,361,381
6464	127,229,361,473
8202	75,246,361,381
7730	71,229,246,361
121	27,29,229,246,361
5373	46,209,361
2754	229,361,381
2153	29,99,246,283,300,361
3987	27,229,281,361
2597	75,229,361
7172	75,281
7708	29,198,246,361
2751	0,229,246,290,361
7287	229,246,308,322,361
3202	0,13,29,348,361
8184	13,29,75,229,361
3018	170,361
4338	229,283,361
3858	229,246,361
1674	0,22,246,361
1220	198,229,281,361
7979	361
6535	246,361
7181	29,246,330,361,471
7831	27,246,283,361
7162	27,168,229,246
2463	27,157,361
187	229,361,410,468
1983	361,420
934	229,361
6602	0,246,279,361
4891	246,361
775	229,361
690	279
3592	2,246,361
5422	27,127,229,361,381,420
1633	75,229,246,361
4675	27,39,75,246,361,462
445	29,290,361
6942	198,246,361
1094	226,381
2638	229,246,361
2906	127,281,361,381
5639	246,290,361
4038	39,246,361
6983	27,246,361
7074	361
5606	361
2611	246,361
190	27,246,281,361,462
1653	75,127,229,246,361
1138	75,229,361
6592	229,361
7524	9,42,246,361
4075	229,283,361
1887	246,361
1017	27,229,361
1440	246,361
8251	29,246,361
2479	361
8288	127,281,361
5116	29,361
5689	0,75,127,229,246,361,468
5875	85,281,361
3750	127,198,216,229,319
1654	246,361
3290	0,29,246
8095	29,200,229,361
1938	127,168,229,361
7537	75,361,467
2780	29,168,246,361
1095	127,198,246,361
6408	168,229,361
5839	127,200,229,246,361
2919	27,99,229,361
4587	27,209,361
3660	85,361
7783	361
6287	0,132,281,361
7426	361
7715	0,27,246,361
4064	198,361
815	229,361
3098	27,361
4954	0,361
3009	0,361
7188	27,361,381
6589	0,59,229,361
7146	180,246
27	229,246,266,361,362
6517	27,259,266,281,361
3941	229,281,361
3583	177,266,361,381
6276	27,290,361
5295	229,246,361
6455	246,361
5213	27,229,246,361,420
4442	361,420
2737	361
1713	229,361
6477	75,232
1480	75,216,246,361
3515	75,361,420
3417	229,361
6783	22,168,361
4883	0,246,361
2453	266,361
440	48,75,246,361
6360	361,400
3296	229,279,361
92	198,232,281,361
8149	0,75,127,246,361
94	229,361
6506	27,246,361
574	27,29,246,361
5809	361,467
2573	75,361
3827	209,229,246,283,361,462
7952	127,246,361
226	27,209,322,361
3656	246,361
4863	229,279,361
165	198,216,361
7813	27,246,361
3302	229,246,361
7528	246,361
7379	283,361
2998	246,279
2272	229,246,281,361
919	361,381
5253	53,361
4142	29,361,467
7769	361
3684	361
4947	246,266,361
7344	0,27,29,229,361
5456	75,229,361
1934	75,229,361
6904	75,229,361
5214	281,361
4320	27,42,110,127,229,232,361
739	0,246,361
4192	75,229,246
3128	9,29,97,246,361
957	27,229,361
6744	27,229,279,361
3722	209,229,361
1359	27,209,229,361
6598	29,361
2877	198,229,246,361
1723	0,27,29,246,361
5731	229,279,290,291,345,361,462
1338	99,229,361
555	361,462
705	27,75,211,283
1204	229,246,361,468
6938	246,361,462
2159	0,75,229,246,361
155	39,127,229,266,361,406
6317	75,229,361
2398	246,281,361
5816	229,246,361
7959	27,75,361
5880	85,338
8068	0,75,246,361,420
7282	75,198,361
7243	127,229,361
3276	27,127,229,246,361
6878	29,229,246,266,281
2013	27,54,75,291,361
6850	29,246,361
1181	27,361
666	75,209,361
2983	150,186,229,361,420
2420	32,75,85,229,361
7120	361
6613	39,113,127,229
199	29,361
2112	42,246,361
652	0,27,198,229,246,361
3606	29,229,361
6954	27,246,361
3761	246,322,361
3054	27,75,97,182,246,361,462
6626	229,361
457	75,361
4078	0,27,29,229,281
323	246,361
2963	229,266
6764	75,229,283,361
3723	42,198,209,229,246,361
1905	246,361
999	127,229
6770	0,75,361,365
4598	97,246,316,361
4764	27,229,361
2787	42,206,229,246,361,462
845	246,266,281,361
4026	20,209,361
4588	13,27,29,281,308,361
5650	246,361
656	266,361,421
760	361
1335	246,361
2604	27,229,266,361,381
5515	361
1328	246,361
4864	361
6982	0,29,246,361
5887	75,229
7178	27
3635	361
5913	281,283,291,361
4543	27,246,361
3553	246,361
2387	33,229,246,361
1200	48,361
5463	229,246,322,361
4197	27,361
13	291,361
5738	229,361
6777	75,283,361
1552	75,361,379
1712	27,361
259	75,246,361
6264	246,361
8071	0,75,229,361
553	156,229,246,361
319	75,279,361
6366	75,229,361
1262	75,246,361,420
776	9,75,229,246,420
7125	246,279,361,412,420
247	229,246,361
4861	229,246,279,361
5035	0,75,229,246,322,361
5864	75,361
1299	229,246,322
7768	97,266,361,420
7886	80,266,281,300,361
4100	13,99,361
2265	198,361
4671	27,246,361,420
7159	229,246,361
5747	27,361
7434	27,291,300,361
3221	209,229,361
950	75,246,366,381
4821	42,90,229,361,420
591	229,281,361
1148	361,462
3281	75,209,246,361
5850	72,75,361
83	27,361,381
2610	71,229
803	229,246,290
2679	39,361,432
1637	75,246,266,300,361
8212	0,27,361,431
637	246,266,361
3657	361
1582	71,361
7053	229,281,361
2174	39,259,281,361,420
4185	361,381
2664	246,266,281,361,462
2341	246,361
3767	27,229,283
7912	281,361
6890	75,361
1074	127,229,246,266,361
7051	27,97,246,361
5141	27,361
3220	229,246,300,361,381,421
5695	27,246,361,378
7569	229,361,406
2637	27,39,361
3233	266,281,308,361,467
3033	229
8050	75,229,361,421
830	246,290,361
4110	75,127,209,246,361
716	29,229,271,361
6274	27,246,361
154	39,75,361
6196	75,229,361
7321	0,229,361
3232	246,361
3998	27,90,229,361
6111	27,229,246,361
2155	27,361,381
8252	266,361
926	13,75,246,361
6097	0,13,127,229,266,361
5233	29,229,246,361,440
2450	246,259,281,283,361
228	39,229,246,361
3525	361,381
2728	27,55,209,381
2613	27,75,127,361,420
2190	127,246,361
3068	91,361
5878	27,229,361
7637	361,406
4803	361
2009	0,221,361,420
805	198,361
4206	0,42,229,361
4304	209,361
4893	0,361,365,381
4222	229,360,361
6545	246,361
6695	0,361
882	0,229,246,281,291,361
7481	75,259,361
1771	229,361,420
65	229
713	75,130,246,361,420
46	39,246,361
5994	0,27,29
1642	29,229,246,361
7701	27,229,246,266,361,381
2221	27,246,361,381
5390	246,361
7975	27,246,281,361
6446	27,75,246,361
5201	20,27,229,246,266,361
5917	71,361
1563	27,361
3529	0,48,75,209,229,246
5686	75,229,361,462
727	75,229,246,361
4446	229,361
3870	229
7252	281,299,361
1622	229,361
1215	198,361
1616	229,361,381
3594	75,220,361
4800	361
5139	229,312,401
3771	361
4980	75,246,361,468
7770	127,406,467
7233	0,27,229,246,271,361
6749	229,246,361
4465	0,229,361
4283	0,179,361,467
5990	27,29,90,229,246,361
7028	29,180,229,266,361,462
7812	27,29,172,361
4804	42,75,229,246,361
347	229,259,361
1133	361
318	28,75,246,361
5103	13,39,229,361,381,462
6577	173,229,246,361
3025	361
6510	27,246,361
4648	168,361
8131	48,229,361
2478	281,361
1834	242,246,361
1077	27,209,246,361
1358	9,246,462
1472	27,229,283,300,308,313,361
5815	75,209,229
2152	39,246,361,420
6955	27,361,362
5098	229,246,361
5653	229,281,361
113	27,229,361
6143	27,75,186,229,361
5048	229,246,361
6647	27,75,246,361
5452	361,404,421
7877	75,97,361,420
6132	27,57,75,361
6639	246,361
384	27,246
1478	0,27,127,229,361,462
4139	71,75,209,229,246,361
1676	27,85,198,229,266,361
2687	0,75,300,361,420
3164	27,75,229,246,308,361
6902	229,246,361
3892	75,419
6448	27,361,381
308	9,75,198,229,246,361
5888	27,127,246,361
6331	186,246,463
3864	97,361
7788	27,75,229,361
6174	22,361
7197	75,229,361
8119	0,27,246,361,406
5203	29,246,361
550	0,29,127,198,361
7564	75,229,361,381
4291	361
5985	229,361
7354	0,209,229,361
3082	27,29,361,365
912	27,229,245,246,361
6530	0,27,229,246,462
5217	0,13,75,229,281,361
6113	27,229,246,281,361
3403	0,29,246,361
6069	75,271,279,361
1361	0,229,246,281,361
6774	27,290,361
2975	361
791	27,29,75,97,361
4741	0,27,266,361
6299	229,266,361
7610	48,198,361
7280	0,75,99,266,361,462
1476	246,361
2228	29,229,361,424
2181	198
5219	27,361
4595	361
2371	168,229,315,361,420,462
3854	48,75,229,246,361
2560	0,246
556	361
7765	231,361
5705	361
8137	229,246,283
2449	107,361
593	0,29,75,127,168,246,361,381
3150	246,361
2981	27,29,229,246,266,361
3345	361
2863	281,361
2890	246
8087	198,229,298,361
6756	75,246,277,361
536	4,246,361
4357	42,75,127,361,467
5037	246,283,361
2160	229,361
2715	229,381
7115	27,229,246,361
1978	127,229,361
3569	198,229,361
3747	246,361
3324	27,29,361
996	0,75,85,229,246
4344	27,229,246,361
274	75,229,246,281
1061	39,198,290,361,381
5312	0,29,283
6616	361
1271	229,246
6094	229,361
3258	0,27,229,273,361
6325	198,229,361
7421	361
665	27,229,361
2564	229,361
1194	246,361
1636	99,246,361,467
4414	27,75,361
4853	246,361
6056	29,229,244,361,381
3066	229,361
2062	27,157,361
6636	229,361
662	0,75,279,361
4180	246,361
3483	0,168,361,447
6525	229,246,361
7082	0,27,229,246,291
3238	27,246,361
4592	27,75,229,361
7476	0,246,361
3044	229
3118	246,281,361,462
2060	29,75,247,273,361,462
6804	39,246,361,468
5897	291,361
7939	27,29,216,229,361
5955	229,246,361
191	199,229,279,281,361,462
6936	246,300,420
290	361
6761	27,229,361
2929	361
7509	29,361
5744	75,229,361,420
3156	0,361
563	0,27,48,166,216,229,246,290,361
5154	39,361
4967	0,13,229,246,361
2354	0,13,75,229,361,365
6178	246,361
6442	229,361,468
7771	29,229,361,378
2711	188,308,361
717	130,381
1891	27,198,229,361
887	246,361
3269	127,229,361
743	127,246,266,361
2518	361
5187	27,361
7015	27,75,229,361
2802	0,29,202,361
1521	229,361,462
5055	27,75,246,361
3027	97,300
6044	127,229,246,361
7836	27,90,229,246,361
6397	246,361
3316	27,127,462
2509	0,27,229,246,361
6313	27,39,246,283,361
2765	27,124,229,246,279,361
973	361
2870	29,361
5591	229,361
785	27,229,279,361,420
2457	29,246,361,420
2549	29,138,361
5045	27,246,361,462
421	27,229,246,361
101	27,209,361
2617	42,209,246,361
58	75,94,209,246,361
6296	27,29,229,246,361,420
3407	198,361
8231	0,27,361
6682	27,75,229,246,361
338	229,361
8192	22,229,281,361
2913	0,229,246,266,361
7431	13,246,361,462
2624	75,209,279,361,382
4983	127,246,361
1536	361
183	29,229,361
1295	229,281,361
4353	246,361
3895	27,209,281,361,467
3198	27,361
5610	75,246,281,361
701	246,361
4942	45,75,361
4916	27,229,246,361
5227	75,291,338,361
1191	71,229,246,361,420,468
3969	290,361
2581	229,246,266,361
2005	0,27,42,351
1908	75,229,361
7867	361
1967	27,229,361
399	127,229,361
4911	29,361
1526	27
2044	229,361
4912	216,277,361,420
2069	229,322,361
2445	229,246,361
4177	75,246,361
5786	27,75,127,361
1899	229,266,361
6730	361
4303	20,27,361
948	0,285,361
4563	0,75,229,246
60	229,361
36	27,29,75,229,246,281,361
7122	266,320
4298	27,229,283,361,405
77	0,27,226,229,246,361
2768	229,246,361
4256	229,361
3338	0,361
6367	229,361
4478	27,229,381
1924	361,467
3631	246,361
8012	29,44
2035	127
4433	27,29,361,474
3957	229,291,361
4453	173,229,246,280,381
4639	361
6426	127,361
4051	27,361
4044	94,99,245
2721	75,246,361,381
2987	137,361
136	27,361
468	361
4503	198,361
896	0,266
3298	27,361
7459	361
2357	246,361
8128	246,361
3712	246
7021	43,246,361
5956	27,29,209,246,361
2161	27,75,198,361
7544	13,361
6533	0,29,203,246,361
3037	0,361,420
6471	29,38,361
2513	166,229,280,361
3591	229,361
4072	29,229,266,361
5868	0,27,75,281,361,381,420
7351	361
616	48,57,127,361
7844	27,43,246,287,361
7266	90,229,246,291,297,361
7423	0,246,360,361
8229	27
1134	229,361
6999	259,266,361
707	13,27,361
2685	75,281,361
7096	361,462
5682	75,277,433
4025	0,27,231,361
4703	0,27
7933	75,229,361
7245	246,361
1839	27,229,246
5006	229,246,361
4818	27,246,361
2682	0,229,279
2720	16,27,132,229,361
1497	29,127,229,361
5308	27,97,246,361,381
7666	381
8084	27,229,246,281,361
4043	27,114,229,246,361,365
1147	0,46,229,361
3096	27,246,283,361
7965	90,229,246,361,420
2451	85,99,361
3026	75,99,281,361
4316	127,229,246,283,361
900	75,229,361
5020	281,361
8189	281,283,322,361
7755	0,168,180,229
218	0,13,27,29,71,229,246,361,374
8271	180,361,439
4777	246,361
6206	0,27,32,127,229,246,361
2968	75,246,361,462
5708	9,246,361
2650	127,246,361
1940	27,29,85,139,246,281,361
3275	27,229,281,361
1227	0,209,361
21	27,229,462
2495	75,198,361
5072	9,168,361
3495	75,246,290,361
1326	283
5421	29,229
2974	29,242,246,361
6787	29,75,246,361,462
2834	75,229,281,361
40	229,281,361,378,381
2051	127,229,361
6495	27,97,229,290,361,420
7260	13,75,246,281,361
5602	27,61,75,198,229,259,266,361
564	361
4091	361
1627	246,281,361,462
4785	229,361
3374	229,246,361
5254	43,229,266,361
6071	27,229,308,361
7036	229,291,361
862	246,361
5275	27,361
3621	246,361,468
643	27,42,173,283,361
8019	75,361
3205	229,246,283,291,361
1305	27,29,246
6316	27,361
3109	62,209,229,361,420
7404	198,291,361,381
2668	127
6951	246,361
106	78,229,361
8286	32,42,75,266,361,406,420
1902	0,246,361
